Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,2016,2016,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,2017,2017,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,2018,2018,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,2019,2019,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,2020,2020,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,2021,2021,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,1961,1961,°C,-0.691,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,1962,1962,°C,0.776,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,1963,1963,°C,0.139,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,1964,1964,°C,0.308,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,1965,1965,°C,1.566,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,1966,1966,°C,0.727,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,1967,1967,°C,0.237,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,1968,1968,°C,-0.18,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,1969,1969,°C,-0.375,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,1970,1970,°C,0.2,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,1971,1971,°C,-0.25,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,1972,1972,°C,-1.02,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,1973,1973,°C,0.197,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,1974,1974,°C,-0.022,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,1975,1975,°C,-0.429,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,1976,1976,°C,-0.855,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,1977,1977,°C,-0.128,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,1978,1978,°C,0.448,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,1979,1979,°C,0.302,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,1980,1980,°C,0.62,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,1981,1981,°C,1.446,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,1982,1982,°C,-0.288,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,1983,1983,°C,0.954,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,1984,1984,°C,-0.366,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,1985,1985,°C,-1.139,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,1986,1986,°C,-0.142,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,1987,1987,°C,0.979,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,1988,1988,°C,0.076,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,1989,1989,°C,-0.26,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,1990,1990,°C,0.698,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,1991,1991,°C,-1.198,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,1992,1992,°C,-0.555,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,1993,1993,°C,-0.725,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,1994,1994,°C,-0.114,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,1995,1995,°C,-0.249,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,1996,1996,°C,-0.898,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,1997,1997,°C,0.184,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,1998,1998,°C,1.685,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,1999,1999,°C,2.382,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,2000,2000,°C,-0.971,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,2001,2001,°C,2.268,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,2002,2002,°C,1.198,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,2003,2003,°C,0.565,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,2004,2004,°C,1.431,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,2005,2005,°C,0.784,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,2006,2006,°C,0.499,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,2007,2007,°C,1.71,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,2008,2008,°C,0.694,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,2009,2009,°C,1.392,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,2010,2010,°C,0.781,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,2011,2011,°C,0.123,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,2012,2012,°C,0.418,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,2013,2013,°C,0.131,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,2014,2014,°C,-0.351,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,2015,2015,°C,1.8,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,2016,2016,°C,2.913,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,2017,2017,°C,1.824,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,2018,2018,°C,0.006,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,2019,2019,°C,0.51,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,2020,2020,°C,2.327,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7011,November,2021,2021,°C,0.741,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7011,November,1961,1961,°C,0.84,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7011,November,1962,1962,°C,0.84,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7011,November,1963,1963,°C,0.84,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7011,November,1964,1964,°C,0.84,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7011,November,1965,1965,°C,0.84,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7011,November,1966,1966,°C,0.84,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7011,November,1967,1967,°C,0.84,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7011,November,1968,1968,°C,0.84,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7011,November,1969,1969,°C,0.84,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7011,November,1970,1970,°C,0.84,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7011,November,1971,1971,°C,0.84,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7011,November,1972,1972,°C,0.84,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7011,November,1973,1973,°C,0.84,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7011,November,1974,1974,°C,0.84,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7011,November,1975,1975,°C,0.84,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7011,November,1976,1976,°C,0.84,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7011,November,1977,1977,°C,0.84,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7011,November,1978,1978,°C,0.84,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7011,November,1979,1979,°C,0.84,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7011,November,1980,1980,°C,0.84,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7011,November,1981,1981,°C,0.84,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7011,November,1982,1982,°C,0.84,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7011,November,1983,1983,°C,0.84,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7011,November,1984,1984,°C,0.84,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7011,November,1985,1985,°C,0.84,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7011,November,1986,1986,°C,0.84,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7011,November,1987,1987,°C,0.84,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7011,November,1988,1988,°C,0.84,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7011,November,1989,1989,°C,0.84,Fc,Calculated data
